Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,Investment_Type,Amount_USD,Remarks,Year,amount_category,investor_count
2015-04-07,Pricejugaad,Technology,Unknown,Hyderabad,"Amit Tyagi, Sandeep Acharya & others",Seed Funding,165000.0,No Remark,2015,Low,2
2015-04-06,InstaLively,Technology,Unknown,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",Seed Funding,120000.0,No Remark,2015,Low,6
2015-04-04,KeepTrax,Technology,Unknown,Hyderabad,Unknown,Seed Funding,1000000.0,No Remark,2015,Medium,1
2015-04-04,Bluegape,Technology,Unknown,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures",Seed Funding,200000.0,No Remark,2015,Low,2
2015-04-03,Swiggy,FoodTech,Unknown,Bangalore,"Accel Partners, SAIF Partners",Private Equity,2000000.0,Series A,2015,Medium,2
2015-05-30,Ather Energy,Technology,Unknown,Bangalore,Tiger Global,Private Equity,12000000.0,Series A,2015,High,1
2015-12-03,Eckovation,Technology,Unknown,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-03,Shuttl,Technology,Unknown,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,20000000.0,Series B,2015,High,2
2015-12-03,EasyKhaana,Technology,Unknown,New Delhi,Undisclosed investors,Seed Funding,100000.0,No Remark,2015,Low,1
2015-12-03,Anakage,Technology,Unknown,Bangalore,CIO Angel Network (CAN),Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-02,Kaaryah,Fashion,Unknown,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,25795550.0,Pre-Series A,2015,High,2
2015-12-02,RoomsTonite,Technology,Unknown,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,\\xc2\\xa0 Ralph Berezan, Vissal Mathew,\\xc2\\xa0 Balamurali Krishna",Seed Funding,1500000.0,No Remark,2015,Medium,7
2015-12-01,Godof Hospitals,Technology,Unknown,New Delhi,Pankaj Gupta,Seed Funding,2000000.0,No Remark,2015,Medium,1
2015-12-01,Zapluk,Beauty,Unknown,Hyderabad,Unknown,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-01,Wigzo,Technology,Unknown,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,500000.0,Pre-Series A,2015,Low,2
2015-12-01,Patel Logistics,Technology,Unknown,Mumbai,Frontline Strategy,Private Equity,5600000.0,No Remark,2015,Medium,1
2015-12-01,Biteclub,FoodTech,Unknown,Gurgaon,growX ventures,Private Equity,25795550.0,Pre-Series A,2015,High,1
2015-12-01,Black White Orange Brands,Technology,Unknown,Mumbai,YouWeCan Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-01,CollegeDekho,Technology,Unknown,Jaipur,GirnarSoft,Seed Funding,1000000.0,No Remark,2015,Medium,1
2015-04-20,Vyomo,Beauty,Unknown,Gurgaon,YouWeCan Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-04-18,Doormint,Services,Unknown,Mumbai,Powai Lake Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-04-17,Robosoft,Technology,Unknown,Udupi,"Ascent Capital, Kalaari Capital",Private Equity,12000000.0,Series B,2015,High,2
2015-12-09,JoeHukum,Technology,Unknown,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-12-09,Jigsaw Academy,Technology,Unknown,Bangalore,Manipal Global Education Services,Private Equity,3000000.0,Series A,2015,Medium,1
2015-12-08,Yumist,Technology,Unknown,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,2000000.0,Series A,2015,Medium,3
2015-12-08,HeyBiz,ECommerce,Unknown,New Delhi,Shopclues,Seed Funding,1529113.0,Strategic Funding,2015,Medium,1
2015-12-08,mFicient,Technology,Unknown,New Delhi,Undisclosed investors,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-07,Coolshare,Technology,Unknown,Mumbai,Gopal Aggarwal,Seed Funding,100000.0,No Remark,2015,Low,1
2015-12-07,Leaf Wearables,Technology,Unknown,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,250000.0,No Remark,2015,Low,3
2015-12-07,Vlurn,Technology,Unknown,Mumbai,Vidyadhar Sarfare,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-07,Faasos,Technology,Unknown,Pune,"ru-Net, Sequoia Capital,\\xc2\\xa0 Lightbox Ventures",Private Equity,30000000.0,Series C,2015,High,3
2015-12-07,Customfurnish,Technology,Unknown,Hyderabad,Agnus Capital,Private Equity,4500000.0,Series A,2015,Medium,1
2015-12-07,Zenatix,Technology,Unknown,Gurgaon,Blume Ventures,Private Equity,25795550.0,Pre-Series A,2015,High,1
2015-12-04,Splitkart,Technology,Unknown,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,1529113.0,No Remark,2015,Medium,5
2015-12-04,NDTV Wedding portal,Technology,Unknown,New Delhi,CerraCap,Private Equity,20000000.0,Series A,2015,High,1
2015-12-04,CaRPM,Technology,Unknown,Gurgaon,GHV Accelerator,Seed Funding,100000.0,No Remark,2015,Low,1
2015-12-04,Applop,Technology,Unknown,Kolkata,GHV Accelerator,Seed Funding,100000.0,No Remark,2015,Low,1
2015-12-03,Fitcircle,Technology,Unknown,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,1529113.0,Pre-Series A,2015,Medium,1
2015-12-11,OnlineRTI,Technology,Unknown,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,150000.0,No Remark,2015,Low,2
2015-12-11,UrbanClap,Technology,Unknown,Gurgaon,Ratan Tata,Private Equity,25795550.0,No Remark,2015,High,1
2015-12-11,GetFocus,Technology,Unknown,Mumbai,Undisclosed investors,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-11,LocalCircles,Technology,Unknown,Noida,Anand Mahindra,Private Equity,25795550.0,No Remark,2015,High,1
2015-12-11,EureQa,EdTech,Unknown,Hyderabad,"Sashi Reddi, Gabriel Investments",Seed Funding,600000.0,No Remark,2015,Low,2
2015-12-10,Chillr,Technology,Unknown,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,70000000.0,Series A,2015,High,3
2015-12-10,Paynear,Technology,Unknown,Hyderabad,Mitesh Majithia,Private Equity,2500000.0,Pre-Series A,2015,Medium,1
2015-12-10,Stay Simple Resorts,Technology,Unknown,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-12-10,Holisol Logistics,Technology,Unknown,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,10000000.0,No Remark,2015,Medium,1
2015-12-10,i2e1,Technology,Unknown,New Delhi,GrowX Ventures,Seed Funding,500000.0,No Remark,2015,Low,1
2015-12-10,PropheSee,Technology,Unknown,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0,No Remark,2015,Low,3
2015-12-10,HomeStudio,ECommerce,Unknown,Bangalore,Bren Corporation,Private Equity,5000000.0,Series A,2015,Medium,1
2015-12-10,BlackBuck,Technology,Unknown,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,25000000.0,Series B,2015,High,5
2015-12-09,JumboBasket,Technology,Unknown,Chandigarh,Chandigarh Angels Network,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-09,Aye Finance,Technology,Unknown,New Delhi,"SAIF Partners, Accion",Private Equity,3000000.0,Series B,2015,Medium,2
2015-12-09,Voxweb,Technology,Unknown,Mumbai,Undisclosed Investor,Seed Funding,350000.0,No Remark,2015,Low,1
2015-12-17,Springboard,Technology,Unknown,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,1700000.0,No Remark,2015,Medium,7
2015-12-17,Rivigo,Logistics,Unknown,Gurgaon,SAIF Partners and others,Private Equity,30000000.0,Series B (includes Debt financing),2015,High,1
2015-12-16,STAGE 3,Technology,Unknown,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-12-16,MeraDoctor,Technology,Unknown,Mumbai,Unilazer,Private Equity,1200000.0,Pre-Series A,2015,Medium,1
2015-12-16,Bluebirch,Technology,Unknown,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,2000000.0,No Remark,2015,Medium,3
2015-12-16,Housejoy,Technology,Unknown,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,22500000.0,Series B,2015,High,5
2015-12-15,Streamoid,Technology,Unknown,Bangalore,Undisclosed,Seed Funding,1000000.0,No Remark,2015,Medium,1
2015-12-15,Deal Street Asia,Media,Unknown,Unknown,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-12-15,BookEventz,Technology,Unknown,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-12-14,Whoop,Technology,Unknown,Unknown,Infosys,Private Equity,3000000.0,Series A,2015,Medium,1
2015-12-14,Cabsguru,Technology,Unknown,New Delhi,Prashanth Ranganathan,Seed Funding,200000.0,No Remark,2015,Low,1
2015-12-14,JetSetGo,Technology,Unknown,Bangalore,Puneet Dalmia,Private Equity,25795550.0,No Remark,2015,High,1
2015-12-14,Capricoast,Technology,Unknown,Bangalore,"Accel Partners India, RB Investments",Private Equity,3500000.0,Series A,2015,Medium,2
2015-12-11,Intelligent Interfaces,Technology,Unknown,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,1529113.0,Yet to Launch platform,2015,Medium,2
2015-12-11,Weddingz.in,Technology,Unknown,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,1000000.0,No Remark,2015,Medium,6
2015-12-11,Powerstores,Technology,Unknown,Goa,Extreme Venture Partners\\xc2\\xa0 William Bissell,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-22,MobieFit,Technology,Unknown,Goa,Medi Assist,Private Equity,1000000.0,Strategic Investment,2015,Medium,1
2015-12-22,Doctor Insta,Technology,Unknown,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0,pre-Series A,2015,Low,2
2015-12-22,Arya.ai,Technology,Unknown,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0,Series A,2015,Low,2
2015-12-22,PlanetGogo,Technology,Unknown,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-22,LatestOne,Technology,Unknown,Hyderabad,Palred Technologies Ltd,Private Equity,3000000.0,Additional investment from parent company,2015,Medium,1
2015-12-22,Zapr,Technology,Unknown,Gurgaon,Dinesh Agarwal,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-22,Industrybuying,ECommerce,Unknown,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,1529113.0,No Remark,2015,Medium,5
2015-12-22,RentOnGo,Technology,Unknown,Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,1529113.0,No Remark,2015,Medium,4
2015-12-21,KOOH Sports,Technology,Unknown,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,2000000.0,Series A,2015,Medium,4
2015-12-21,Peppertap,Technology,Unknown,Gurgaon,Innoven Capital,Private Equity,4000000.0,part of $40M Series B round,2015,Medium,1
2015-12-21,TruckMandi,Logistics,Unknown,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,2000000.0,Pre-Series A,2015,Medium,3
2015-12-18,CBREX,Technology,Unknown,Mumbai,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,200000.0,No Remark,2015,Low,3
2015-12-18,The News Minute,Technology,Unknown,Bangalore,Quintillion Media,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-18,Focus Digit,Technology,Unknown,New Delhi,Turning Ideas,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-18,Ampere Vehicles,Technology,Unknown,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,1200000.0,No Remark,2015,Medium,1
2015-12-17,Eatfresh,Technology,Unknown,Bangalore,Kalaari Capital,Private Equity,25795550.0,No Remark,2015,High,1
2015-11-03,Sabse,Technology,Unknown,Mumbai,Ratan Tata,Private Equity,25795550.0,No Remark,2015,High,1
2015-11-03,Findyahan,Technology,Unknown,Noida,Times Group Brand Capital,Private Equity,25795550.0,Bridge funding,2015,High,1
2015-11-02,CityFlo,Technology,Unknown,Mumbai,IDG Ventures,Seed Funding,750000.0,No Remark,2015,Low,1
2015-11-02,Twigly,FoodTech,Unknown,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,No Remark,2015,Low,4
2015-12-30,Intelligent Interfaces,Technology,Unknown,Bangalore,Yuvraj Singh,Seed Funding,1529113.0,Yet to Launch,2015,Medium,1
2015-12-29,MobiKwik,Technology,Unknown,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0,Additional Funding,2015,Medium,3
2015-12-29,Hotify,Technology,Unknown,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0,No Remark,2015,Low,1
2015-12-28,Bumper,Technology,Unknown,Bangalore,SAIF Partners,Seed Funding,500000.0,No Remark,2015,Low,1
2015-12-28,Town Essentials,FoodTech,Unknown,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0,No Remark,2015,Medium,4
2015-12-24,Canvera,Technology,Unknown,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0,No Remark,2015,Medium,1
2015-12-24,Kolabro,Real Estate,Unknown,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-12-24,Black White Orange,Technology,Unknown,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0,No Remark,2015,Low,1
2015-12-23,CityFurnish,Technology,Unknown,Gurgaon,Jitendra Gupta,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-12-23,Shotang.com,Technology,Unknown,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0,Series A,2015,Medium,2
2015-12-23,Mech Mocha,Technology,Unknown,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0,No Remark,2015,Medium,2
2015-12-23,LafaLafa,Technology,Unknown,Mumbai,Vectr Ventures,Private Equity,25795550.0,No Remark,2015,High,1
2015-11-06,SparesHub,Technology,Unknown,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,Pre-Series A,2015,Low,2
2015-11-06,POPxo.com,Technology,Unknown,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,Series A,2015,Medium,3
2015-11-06,Satvacart,FoodTech,Unknown,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,Pre-Series A Bridge,2015,Medium,1
2015-11-06,RepUp,Technology,Unknown,Gurgaon,Indian Angel Network,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-05,Bobble,Technology,Unknown,New Delhi,SAIF Partners & others,Private Equity,25795550.0,Series A,2015,High,1
2015-11-05,MyIndianStay,Technology,Unknown,Goa,Undisclosed investors,Seed Funding,200000.0,No Remark,2015,Low,1
2015-11-05,BookMyBai,Technology,Unknown,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,No Remark,2015,Low,1
2015-11-04,YourDOST,Technology,Unknown,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,No Remark,2015,Low,7
2015-11-04,Paytunes,Technology,Unknown,New Delhi,CIO Angel Network,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-04,Shirsa Labs,Technology,Unknown,Mumbai,ah! Ventures,Seed Funding,250000.0,No Remark,2015,Low,1
2015-11-03,Bidgely,Technology,Unknown,Unknown,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,Series B,2015,High,4
2015-11-03,Deyor Rooms,Technology,Unknown,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,No Remark,2015,Low,1
2015-11-03,LoanBaba,Technology,Unknown,Mumbai,Unknown,Seed Funding,320000.0,No Remark,2015,Low,1
2015-11-03,Stuffed,Technology,Unknown,Mumbai,Riqueza Capital,Seed Funding,385000.0,Funding happened in Sept 2015,2015,Low,1
2015-11-03,oibanit,FoodTech,Unknown,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,No Remark,2015,Low,2
2015-11-03,Pokkt,Technology,Unknown,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,Series B,2015,Medium,7
2015-11-12,Hitwicket,Technology,Unknown,Hyderabad,Chennai Angels,Seed Funding,250000.0,No Remark,2015,Low,1
2015-11-11,Grab,Logistics,Unknown,Mumbai,Sixth Sense Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-11,RenewBuy,Technology,Unknown,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,No Remark,2015,Low,1
2015-11-11,6Degree,Technology,Unknown,Goa,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-11-11,Delight Foods,Technology,Unknown,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,Series A,2015,Low,3
2015-11-11,Gingercrush,Technology,Unknown,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-10,Chefs Basket,Technology,Unknown,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,Series A,2015,Medium,2
2015-11-09,Skoov.com,Technology,Unknown,Mumbai,undisclosed investor,Seed Funding,150000.0,No Remark,2015,Low,1
2015-11-09,Didi,Technology,Unknown,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,No Remark,2015,Low,2
2015-11-09,Zilingo,Technology,Unknown,Bangalore,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,Series A,2015,Medium,3
2015-11-09,BigStylist.com,Beauty,Unknown,Mumbai,Info Edge,Private Equity,1000000.0,Pre-Series A,2015,Medium,1
2015-11-09,iStar Skill Development,Technology,Unknown,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,Series A,2015,Medium,2
2015-11-09,AppVirality,Technology,Unknown,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,Pre-Series A,2015,Low,7
2015-11-06,Yuvi Hospitality,Technology,Unknown,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,Series A,2015,High,1
2015-11-06,Soothe Healthcare,Technology,Unknown,Noida,Saina Nehwal,Seed Funding,1529113.0,2nd seed funding,2015,Medium,1
2015-11-06,Explara,Technology,Unknown,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,Pre-Series A,2015,Low,3
2015-11-18,Pickrr,Logistics,Unknown,New Delhi,Palaash Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-18,Hipship,Logistics,Unknown,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-11-18,ScoopWhoop,Technology,Unknown,New Delhi,Kalaari Capital,Private Equity,4000000.0,Series A,2015,Medium,1
2015-11-18,Goodbox,Technology,Unknown,Bangalore,Nexus Venture Partners,Private Equity,2500000.0,Series A,2015,Medium,1
2015-11-18,Ola,Auto,Unknown,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0,Series F ( More Details Here),2015,High,6
2015-11-17,Convegenius,Technology,Unknown,Noida,Enablers platform,Seed Funding,300000.0,No Remark,2015,Low,1
2015-11-17,BiBox,Technology,Unknown,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0,No Remark,2015,Low,1
2015-11-17,Smytten,Technology,Unknown,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,No Remark,2015,Low,2
2015-11-17,StyleTag,Fashion,Unknown,Bangalore,Jitu Virwani,Seed Funding,7500000.0,No Remark,2015,Medium,1
2015-11-17,Julia Computing,Technology,Unknown,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0,No Remark,2015,Low,1
2015-11-17,CraftsVilla,Technology,Unknown,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,Series C,2015,High,5
2015-11-16,TaskBucks,Technology,Unknown,New Delhi,Times Internet,Private Equity,15000000.0,Strategic Investment,2015,High,1
2015-11-16,Renowala,Technology,Unknown,Hyderabad,Logtally,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-16,Absentia,Technology,Unknown,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,No Remark,2015,Low,2
2015-11-16,Cashkaro.com,Technology,Unknown,Gurgaon,Kalaari Capital,Private Equity,3700000.0,Series A,2015,Medium,1
2015-11-13,Flashdoor,Technology,Unknown,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-11-23,Medikoe,Healthcare,Unknown,Bangalore,Anil Menon,Seed Funding,100000.0,No Remark,2015,Low,1
2015-11-23,RentoMojo,Technology,Unknown,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000.0,Series A,2015,Medium,2
2015-11-21,Talkoot,Technology,Unknown,Bangalore,Undisclosed investors,Seed Funding,100000.0,No Remark,2015,Low,1
2015-11-21,Caravan Craft,ECommerce,Unknown,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0,Series A,2015,Medium,3
2015-11-21,Healers At Home,Healthcare,Unknown,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,1529113.0,No Remark,2015,Medium,3
2015-11-20,HeyPillow,Technology,Unknown,Bangalore,Hampton Capital,Private Equity,3000000.0,Series A,2015,Medium,1
2015-11-20,OUWT,Technology,Unknown,Mumbai,Undisclosed investors,Seed Funding,150000.0,No Remark,2015,Low,1
2015-11-20,Medinfi,Healthcare,Unknown,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0,No Remark,2015,Low,6
2015-11-20,Shopsense,Technology,Unknown,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,1529113.0,Pre-Series A,2015,Medium,3
2015-11-20,MindTickle,Technology,Unknown,Pune,New Enterprise Associates,Private Equity,12500000.0,Series A,2015,High,1
2015-11-19,Fourseven,Fashion,Unknown,New Delhi,Indian Angel Network,Seed Funding,455000.0,No Remark,2015,Low,1
2015-11-19,PlaceofOrigin,Technology,Unknown,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,1529113.0,No Remark,2015,Medium,5
2015-11-19,SenseGiz,Technology,Unknown,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,No Remark,2015,Low,1
2015-11-19,UrbanClap,Technology,Unknown,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,Series B,2015,High,3
2015-11-19,AHA Taxis,Technology,Unknown,Noida,ah! Ventures,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-18,Truelancer,Marketplace,Unknown,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,1529113.0,No Remark,2015,Medium,4
2015-11-27,LearnOn,Technology,Unknown,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-27,Fastudent,Technology,Unknown,Noida,Ashish Gupta,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-27,JustRide,Transport,Unknown,Mumbai,Unknown,Private Equity,2000000.0,Pre-Series A bridge round,2015,Medium,1
2015-11-27,StayGlad,Technology,Unknown,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,25795550.0,Series A,2015,High,2
2015-11-26,KountMoney,Technology,Unknown,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,1529113.0,No Remark,2015,Medium,2
2015-11-26,Pluss,Technology,Unknown,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0,Pre-Series A,2015,Medium,3
2015-11-26,Grofers,FoodTech,Unknown,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0,Late Stage,2015,High,4
2015-11-26,GoQii,Technology,Unknown,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0,Series B,2015,High,2
2015-11-26,Stelae,Technology,Unknown,Chennai,Earlsfield Capital,Private Equity,25795550.0,Pre-Series A,2015,High,1
2015-11-25,S Chand,EdTech,Unknown,New Delhi,IFC Everstone Group,Private Equity,27000000.0,No Remark,2015,High,1
2015-11-25,Tooler,Technology,Unknown,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0,No Remark,2015,Low,2
2015-11-25,EarlySalary.com,Technology,Unknown,Mumbai,Ashok Agarwal,Seed Funding,1500000.0,No Remark,2015,Medium,1
2015-11-24,Crayon Data,Analytics,Unknown,Chennai,Ratan Tata,Private Equity,25795550.0,No Remark,2015,High,1
2015-11-24,Naaptol,Technology,Unknown,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0,Late Stage,2015,High,4
2015-11-24,ServX,Technology,Unknown,New Delhi,Manish Gupta,Seed Funding,1529113.0,No Remark,2015,Medium,1
2015-11-24,Stylofie,Technology,Unknown,Gurgaon,Swastika,Seed Funding,250000.0,No Remark,2015,Low,1
2015-10-03,Chillr,Technology,Unknown,Mumbai,Sequoia Capital,Private Equity,6000000.0,Series A,2015,Medium,1
2015-10-02,Shopalyst,Technology,Unknown,Bangalore,Kalaari Capital,Private Equity,2000000.0,Series A,2015,Medium,1
2015-10-01,Cleartax,Technology,Unknown,New Delhi,Paytm (One97 communications),Private Equity,25795550.0,No Remark,2015,High,1
2015-10-01,Abhibus,Technology,Unknown,Hyderabad,Paytm (One97 communications),Private Equity,25795550.0,Strategic Investment,2015,High,1
