Date,Startup_Name,Industry_Vertical,SubVertical,City_Location,Investors_Name,Investment_Type,Amount_USD,Remarks,Year,amount_category,investor_count
2017-04-04,WayCool,FoodTech,Fresh-Produce Distribution Platform,Chennai,Aspada Investments,Private Equity,2700000.0,No Remark,2017,Medium,1
2017-04-03,SmartCoin,Consumer Internet,Micro Lending platform,Bangalore,Unicorn India Ventures & Others,Private Equity,25795550.0,No Remark,2017,High,1
2017-04-03,Tyre Express,Technology,Enterprise IoT solutions For Tyre Performance,Mumbai,Rohitash Gupta,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-03,Healthcare at Home,Healthcare,Home Healthcare Provider,Noida,Quadria Capital Advisors,Private Equity,40000000.0,No Remark,2017,High,1
2017-04-03,TestBook,Consumer Internet,Online Test Preparation Platform,Mumbai,Matrix Partners India,Private Equity,25795550.0,No Remark,2017,High,1
2017-04-03,Eruditus,EdTech,Executive Education Provider,Mumbai,Bertelsmann India,Private Equity,8200000.0,No Remark,2017,Medium,1
2017-04-01,Cashe,Consumer Internet,Online & Mobile based Lending platform,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,3800000.0,No Remark,2017,Medium,3
2017-05-31,Magicpin,Consumer Internet,Hyperlocal Discovery\\xc2\\xa0 & Rewards platform,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,7000000.0,No Remark,2017,Medium,2
2017-05-31,SastaSundar,Technology,Online Pharmacy,Kolkata,Rohto Pharmaceutical,Private Equity,5000000.0,No Remark,2017,Medium,1
2017-05-30,Swiggy,Consumer Internet,Online food delivery platform,Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,80000000.0,No Remark,2017,High,6
2017-05-30,Supr Daily,Consumer Internet,Subscription based delivery platform,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,1500000.0,No Remark,2017,Medium,3
2017-05-30,SimpliLend,Consumer Internet,Online lending platform,New Delhi,Undisclosed Investors,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-11,MergerWare,Technology,Software solutions for M&As,Bangalore,Philippe Bouchet,Seed Funding,100000.0,No Remark,2017,Low,1
2017-04-11,Ninjacart,Technology,B2B agri-marketing platform,Bangalore,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,5500000.0,No Remark,2017,Medium,5
2017-04-10,Capital Float,Consumer Internet,Online Lending Platform for SME,Bangalore,Mahindra and Mahindra Financial Services,Private Equity,2300000.0,No Remark,2017,Medium,1
2017-04-10,Omnify,Technology,SaaS platform for SMEs,Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,150000.0,No Remark,2017,Low,3
2017-04-08,FastFox,Consumer Internet,Online rental discovery platform,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,4600000.0,No Remark,2017,Medium,5
2017-04-08,WonderChef,Technology,Online marketplace for kitchen products,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,25795550.0,No Remark,2017,High,1
2017-04-07,PharmEasy,Technology,Online Pharmacy,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,18000000.0,No Remark,2017,High,4
2017-04-07,Twenty Two Motors,Technology,Smart Scooter manufacturer,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed Funding,1529113.0,No Remark,2017,Medium,2
2017-04-07,QorQI,Healthcare,Online Healthcare provider,Noida,Paytm,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-07,Startup Buddy,Consumer Internet,Startup Support Platform,Gurgaon,"YouWeCan Ventures,",Seed Funding,1529113.0,No Remark,2017,Medium,2
2017-04-06,Mech Mocha,Consumer Internet,Mobile gaming startup,Bangalore,"Accel Partners, Shunwei Capital",Private Equity,5000000.0,No Remark,2017,Medium,2
2017-04-06,Medwell Ventures,Healthcare,Home-Based Healthcare provider,Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,21000000.0,No Remark,2017,High,3
2017-04-05,DataWeave,Technology,Business Intelligence Solutions,Bangalore,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,25795550.0,No Remark,2017,High,4
2017-04-05,Fingerlix,Consumer Internet,Food Delivery Platform,Mumbai,Zephyr Peacock India,Private Equity,3000000.0,No Remark,2017,Medium,1
2017-04-05,Credit Sudhaar,Consumer Internet,Credit Score Improvement platform,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,1529113.0,No Remark,2017,Medium,2
2017-04-04,Konsult App,Consumer Internet,App based Doctor Consulting platform,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,500000.0,No Remark,2017,Low,4
2017-04-17,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,620000.0,No Remark,2017,Low,4
2017-04-17,Snackible,FoodTech,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,175000.0,No Remark,2017,Low,6
2017-04-17,Raw Pressery,FoodTech,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-17,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-17,CrediHealth,Consumer Internet,Online Medical Assistance platform,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,1500000.0,No Remark,2017,Medium,2
2017-04-15,Myly,Consumer Internet,Mobile App for Schools,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,310000.0,No Remark,2017,Low,1
2017-04-14,Ola Cabs,Consumer Internet,Cab Aggregator App,Bangalore,SIMI Pacific Pte,Private Equity,260000000.0,No Remark,2017,High,1
2017-04-13,WeAreHolidays,Consumer Internet,Travel Packages & Planner marketplace,Gurgaon,"Urrshila Kerkar,",Private Equity,7700000.0,No Remark,2017,Medium,2
2017-04-13,SafetyKart,Technology,Safety & Hygiene Products etailer,Gurgaon,Redcliffe Capital,Private Equity,25795550.0,No Remark,2017,High,1
2017-04-12,ScoutMyTrip,Consumer Internet,Online Travel planner,Mumbai,Z Nation Lab,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-12,Tinmen,Consumer Internet,Food Delivery Platform,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,1529113.0,No Remark,2017,Medium,3
2017-04-12,Squadrun,Technology,Software-As-a-Service Platform,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,2100000.0,No Remark,2017,Medium,7
2017-04-12,HackerEarth,Consumer Internet,Online Skill Assessment Platform,Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,4500000.0,No Remark,2017,Medium,6
2017-04-12,Emiza,Technology,Third Party Logistics provider,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,4500000.0,No Remark,2017,Medium,3
2017-04-12,Clovia,Technology,Online lingerie & Sleepwear etailer,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,4000000.0,No Remark,2017,Medium,2
2017-04-11,Sports Flashes,Consumer Internet,Online Sports portal & Mobile app,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,1529113.0,No Remark,2017,Medium,2
2017-04-26,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,20000000.0,No Remark,2017,High,1
2017-04-25,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,3100000.0,No Remark,2017,Medium,1
2017-04-25,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,245000.0,No Remark,2017,Low,2
2017-04-24,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,1529113.0,No Remark,2017,Medium,4
2017-04-24,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,3200000.0,No Remark,2017,Medium,1
2017-04-24,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,250000000.0,No Remark,2017,High,4
2017-04-24,Faasos,FoodTech,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,6300000.0,No Remark,2017,Medium,5
2017-04-21,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,1000000.0,No Remark,2017,Medium,5
2017-04-20,Wooplr,Technology,Social Commerce\\xc2\\xa0 Fashion platform,Bangalore,Ankit Nagori,Private Equity,25795550.0,No Remark,2017,High,1
2017-04-20,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,3000000.0,No Remark,2017,Medium,2
2017-04-19,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,155000.0,No Remark,2017,Low,1
2017-04-18,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,1250000.0,No Remark,2017,Medium,1
2017-04-18,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,600000.0,No Remark,2017,Low,1
2017-04-18,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,2000000.0,No Remark,2017,Medium,1
2017-04-17,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,4650000.0,No Remark,2017,Medium,1
2017-04-17,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-03-01,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,1529113.0,No Remark,2017,Medium,5
2017-03-01,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,1529113.0,No Remark,2017,Medium,2
2017-03-01,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,10000000.0,No Remark,2017,Medium,1
2017-03-01,Ola,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,330000000.0,No Remark,2017,High,1
2017-04-29,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,25795550.0,No Remark,2017,High,1
2017-04-28,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-28,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,750000.0,No Remark,2017,Low,1
2017-04-27,iNurture,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,1500000.0,No Remark,2017,Medium,1
2017-04-27,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-27,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-04-27,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,3600000.0,No Remark,2017,Medium,2
2017-04-26,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,25795550.0,No Remark,2017,High,3
2017-04-26,StalkBuyLove,Technology,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,1000000.0,No Remark,2017,Medium,1
2017-04-26,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,1500000.0,No Remark,2017,Medium,1
2017-04-26,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,11000000.0,No Remark,2017,High,1
2017-04-26,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,25795550.0,No Remark,2017,High,2
2017-03-07,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,10000000.0,No Remark,2017,Medium,1
2017-03-06,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,1790000.0,No Remark,2017,Medium,1
2017-03-06,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,150000.0,No Remark,2017,Low,2
2017-03-06,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,1200000.0,No Remark,2017,Medium,1
2017-03-04,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,19500000.0,No Remark,2017,High,1
2017-03-03,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,200000000.0,No Remark,2017,High,1
2017-03-03,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-03-03,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,6700000.0,No Remark,2017,Medium,2
2017-03-03,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,1529113.0,No Remark,2017,Medium,3
2017-03-03,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,275000.0,No Remark,2017,Low,3
2017-03-03,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,1529113.0,No Remark,2017,Medium,2
2017-03-02,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,7600000.0,No Remark,2017,Medium,1
2017-03-02,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-03-02,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,2500000.0,No Remark,2017,Medium,1
2017-03-02,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,500000.0,No Remark,2017,Low,1
2017-03-02,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,1500000.0,No Remark,2017,Medium,4
2017-03-15,LatestOne,Technology,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,3350000.0,No Remark,2017,Medium,4
2017-03-14,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Equity,25795550.0,No Remark,2017,High,1
2017-03-10,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,1529113.0,No Remark,2017,Medium,3
2017-03-10,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,600000.0,No Remark,2017,Low,1
2017-03-10,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Seed Funding,1529113.0,No Remark,2017,Medium,1
2017-03-10,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,443000.0,No Remark,2017,Low,1
2017-03-09,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,4500000.0,No Remark,2017,Medium,1
2017-03-09,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,500000.0,No Remark,2017,Low,1
2017-03-08,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Equity,25795550.0,No Remark,2017,High,2
2017-03-08,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,120000.0,No Remark,2017,Low,1
2017-03-08,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,1100000.0,No Remark,2017,Medium,4
2017-03-08,Rivigo,Technology,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,15000000.0,No Remark,2017,High,1
2017-03-07,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,3650000.0,No Remark,2017,Medium,4
2017-03-07,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,30000.0,No Remark,2017,Low,1
2017-03-07,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,1000000.0,No Remark,2017,Medium,1
2017-03-07,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,10000000.0,No Remark,2017,Medium,1
2017-03-24,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,100000000.0,No Remark,2017,High,2
2017-03-24,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,1529113.0,No Remark,2017,Medium,4
2017-03-24,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,382000.0,No Remark,2017,Low,1
2017-03-23,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,56000000.0,No Remark,2017,High,2
2017-03-23,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,15000000.0,No Remark,2017,High,2
2017-03-22,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,191000.0,No Remark,2017,Low,3
2017-03-22,The Mons Co.,Technology,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,1529113.0,No Remark,2017,Medium,2
